语料,分,建议,赞,分类,理由,来源,url,备注
歌单里1500首歌，400次播放[笑哭了]  ⇒  就是喜欢叫,38,删,0,Z 其他,过短,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=,
品味很相投，有机会聊聊天  ⇒  确实挺相投🌚,38,删,0,Z 其他,过短,网易云《一个人》,https://music.163.com/#/song?id=,
比极意自在好听[大哭]  ⇒  兄弟，真的点了,38,删,0,Z 其他,过短,网易云《爱欲求》,https://music.163.com/#/song?id=,
现在分手，总好过你不爱我一拖再拖  ⇒  我天真的吊死了这歌词,37,删,0,B 失去 / 离别,翻译/转载,网易云《我不难过》,https://music.163.com/#/song?id=,
花了六秒走进了教室 花了六分钟认识了老师 花了六小时认识了同桌 花了六天熟悉了环境 花了六周认识了全班同学 花了六个月了解了全班同学 花了六年才知道什么是分离 小学六年， 我们熬过了9600节课， 240个星期，12个学期， 一张试卷考散了一群人， 最后只剩下一张相片和一声再见 我从希望成了后诲  ⇒  我回来了！！,36,删,1,C 疲惫 / 撑不住,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
第五次见你 在你的七十岁 我们都老了 好可惜 前四次见面 都忘了问你要一根头发 不然我就可以指着它说：“你看 我们一起 从青丝走到白发了耶” 我想和你坐在一起 慢慢地回忆 回忆年轻的彼此 回忆一起看过的风景 走过的路 有人说 和心爱的人一起变老 是世界上最浪漫的事  ⇒  现在 只剩最后一面了 我不舍得用掉它 我不想我们再也不见 我可以选择下辈子再遇到你吗 下辈子还能遇到的话 我不说很高兴遇见你了 我想说：好久不见 其实我们是重逢,36,删,0,B 失去 / 离别,引用名人/书里的话,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=,
这个世界很大，只是你被一个小小的笼子困住了  ⇒  我知道啦！,36,删,0,Z 其他,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
好听是好听，歌词有问题也就是有问题了。什么年代了，别拿你那套什么说唱地域文化来说  ⇒  说唱都有一个傍大款的前女友，有没有不说，反正成时尚单品了，没有的我祝你有一个，有的我还能安慰安慰你,36,删,0,Z 其他,引用名人/书里的话,网易云《焦虑》,https://music.163.com/#/song?id=,
不收藏了，谁戳我一下就来听一遍，后面来听的宝宝，祝你永远幸福！！  ⇒  再来听哦！,35,删,1,Z 其他,过短,网易云《遗憾》,https://music.163.com/#/song?id=,
叫我欣欣好嘛  ⇒  欣欣小宝呀。,35,删,0,Z 其他,过短,网易云《难过》,https://music.163.com/#/song?id=,
[发布了语音，请前往最新移动端版本查看]  ⇒  姐姐好听啊！！,35,删,0,Z 其他,过短,网易云《加油！》,https://music.163.com/#/song?id=,
看到的可以理我一下吗。我一直一个人好孤单。  ⇒  晚上好呀！,35,删,0,D 孤独 / 没人,过短,网易云《天生痛苦》,https://music.163.com/#/song?id=,
那天晚上隼和连麻都喝多了  ⇒  兄弟曲面文学,34,删,1205,Z 其他,过短,网易云《爱欲求》,https://music.163.com/#/song?id=,
听后感：前奏像不知姓名却在初见时的内心波澜，渐渐从平行到交集，是遇见时悸动的心，是相处时的小心翼翼，也是暗恋时藏不住的心事。将这份爱默默藏在心底，一切都有迹可循，是藏不住的秘密，但我想我会永远在你身边。相信埋在心里的种子，总有天会盛开在独属于你的春天🌼超好听！（ 许愿🀄️翻牌！！！  ⇒  来啦 谢谢喜欢,34,删,712,Z 其他,过短,网易云《藏不住》,https://music.163.com/#/song?id=,
哥哥今天喝卡旺卡了不，求推荐@顔人中  ⇒  吃了臭鳜鱼,34,删,440,Z 其他,过短,网易云《藏不住》,https://music.163.com/#/song?id=,
2025过去了 这一年moment你跑了十个城市 音乐节也跑了十多个 看到你渐渐瘦下来的背影 真的忍不住心疼你 你总让我们好好吃饭 但我们最希望的还是你能好好休息 最重要的是你要始终坚信 有很多人在你看不见的地方爱着你 你说要带我们去看一场真正的烟火 我想 离那一天不远了 不翻我不许吃肉@颜人中  ⇒  谢谢 会的,34,删,425,Z 其他,过短,网易云《藏不住》,https://music.163.com/#/song?id=,
我是一名侦探，去年开始调查你，案子没破，我的心不攻自破。  ⇒  那工作怎么办,34,删,414,F 迷茫 / 年龄焦虑,过短,网易云《藏不住》,https://music.163.com/#/song?id=,
就喜欢这种该死的慵懒东北佬口音  ⇒  这是北京说唱,34,删,32,Z 其他,过短,网易云《焦虑》,https://music.163.com/#/song?id=,
赵雷也是个瓦学弟  ⇒  觉得自己很幽默,34,删,5,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
恋爱真的看脸吗  ⇒  脸是入场券,34,删,4,Z 其他,过短,网易云《爱欲求》,https://music.163.com/#/song?id=,
唱功真不是盖的，张学友以前很火吗？我10后[呲牙]  ⇒  仅次于世界舞王,34,删,3,Z 其他,过短,网易云《想哭》,https://music.163.com/#/song?id=,
原曲是什么  ⇒  于是，郑泽润的,34,删,2,Z 其他,过短,网易云《别难过》,https://music.163.com/#/song?id=,
刚看完，真不错 有个番外就是讲波稻和日鹤去东京的故事，不过是漫画  ⇒  其实还有小说。,34,删,2,Z 其他,过短,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
当nic指出中指对着麦克风说viva，浑身电流，整个人都疯了。吉他solo还是那么屌。我爱他整个青春啊啊啊！懂吗？姐姐都30了。哭了。  ⇒  你今年40了,34,删,2,Z 其他,过短,网易云《活着Viva》,https://music.163.com/#/song?id=,
有一零后吗，在下面回一下  ⇒  必须有,34,删,2,Z 其他,过短,网易云《活着Viva》,https://music.163.com/#/song?id=,
求粤语歌和奇洛里维斯回信解绑教程  ⇒  姐妹好敢说,34,删,2,Z 其他,过短,网易云《活着Viva》,https://music.163.com/#/song?id=,
你最喜欢的人姓什么  ⇒  4600条评论,34,删,2,Z 其他,过短,网易云《失眠》,https://music.163.com/#/song?id=,
我爱你周思彤  ⇒  这波性情了,34,删,2,Z 其他,过短,网易云《失眠（抖音最火版）》,https://music.163.com/#/song?id=,
我知道大家喜欢之前那个现场版 但是好像录音室版本就是跟现场版出来会有差别 我也不太懂 但是已经尽量贴合了 谢谢大家的喜欢 我会记在心里  ⇒  好听好听,34,删,2,Z 其他,过短,网易云《遗憾》,https://music.163.com/#/song?id=,
下一首这样的歌，什么时候写好[爱心]  ⇒  很快了[乞求],34,删,2,Z 其他,过短,网易云《告别》,https://music.163.com/#/song?id=,
要拥有必先懂失去怎接受  ⇒  为何为好事泪流,34,删,1,Z 其他,过短,网易云《富士山下》,https://music.163.com/#/song?id=,
流年漫过盛夏，变幻着每一个人的模样。瞳孔中最后的影像，是岁月更迭的沧桑。纵然夏日喧嚣着迎来尽头，纵然时光荏苒着走向灭亡，我赏遍流年、看尽繁花 ，却还是爱你。  ⇒  夏尽时亡……,34,删,1,D 孤独 / 没人,过短,网易云《1분도 못버텨》,https://music.163.com/#/song?id=,
我听着听着哭了 [发布了语音，请前往最新移动端版本查看]  ⇒  祝你健健康康,34,删,1,Z 其他,过短,网易云《海屿你》,https://music.163.com/#/song?id=,
我听着听着哭了 [发布了语音，请前往最新移动端版本查看]  ⇒  是谁没听过？,34,删,1,Z 其他,过短,网易云《海屿你》,https://music.163.com/#/song?id=,
坐去天津的高铁，到终点站前高铁的音乐就是这首歌[多多耍酷]  ⇒  G1712？,34,删,1,Z 其他,过短,网易云《抱抱》,https://music.163.com/#/song?id=,
今天是2022年10月9号，还剩两个月，自己心里很清楚，自己身体一天不如一天，我也不知道我啥时候会突然离开，当时医院给我说的6个月，眨眨眼就过了4个月，真快呀，医生说了有机会，我也又在好好吃药，如果真的那天突然我不在了，希望你们能记住曾经有个叫薛杰的男孩  ⇒  加油怎么样了,34,删,1,B 失去 / 离别,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,安慰语命中
今天是2021年7月19号，还剩两个月，自己心里很清楚，自己身体一天不如一天，我也不知道我啥时候会突然离开，当时医院给我说的6个月，眨眨眼就过了4个月，真快呀，医生说了有机会，我也又在好好吃药，如果真的那天突然我不在了，希望你们能记住曾经有个叫柳峥峥的男孩  ⇒  兄弟 你还在吗,34,删,1,B 失去 / 离别,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
今天是2021年7月19号，还剩两个月，自己心里很清楚，自己身体一天不如一天，我也不知道我啥时候会突然离开，当时医院给我说的6个月，眨眨眼就过了4个月，真快呀，医生说了有机会，我也又在好好吃药，如果真的那天突然我不在了，希望你们能记住曾经有个叫柳峥峥的男孩  ⇒  五年了，还好吗,34,删,1,B 失去 / 离别,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
看见我🉑以发一个颜文字吗  ⇒  ∑(O_O；),34,删,1,Z 其他,过短,网易云《难过》,https://music.163.com/#/song?id=,
这首歌的最佳live在2005年飞跃红磡的红发……[流泪]  ⇒  找不到音源,34,删,1,Z 其他,过短,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=,
在读博哈哈哈  ⇒  可以可以加油,34,删,1,Z 其他,过短,网易云《失恋》,https://music.163.com/#/song?id=,安慰语命中
18岁帮助父母还债四万，19岁自己腰伤连带和女友考驾照，给妈妈看病花了将近五万，两年里里外外将近十万，一个月薪水只有四千，我只是个初中毕业生，农村人没有文凭没有本事，万事靠自己，还好有我最爱的女人一直陪伴着我，现在我一个月能拿到六千块，计划买车了，祝福我们吧，我今年20从未放弃过  ⇒  十年了，祝幸福,34,删,1,Z 其他,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
我有一个很小众的故事，我在 2027 年来讲，到时候一定要过来听  ⇒  等你[笑了],34,删,1,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
我有一个很小众的故事，我在 2027 年来讲，到时候一定要过来听  ⇒  哇塞，蹲蹲,34,删,1,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
我有一个很小众的故事，我在 2027 年来讲，到时候一定要过来听  ⇒  26年了^O^,34,删,1,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
妈妈一直没舍得换手机，今年暑假独自去广东打暑假工，给妈妈换了个新手机，兄弟们，帅不帅  ⇒  这是爷们儿,34,删,1,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
冬天的第一个男朋友  ⇒  你要控制你自己,34,删,1,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
我比你早几年，十三就去了厨师学徒，那时候天天被骂，一个月一千块钱，现在好多了，一个月四千五做着砧板，过去好久了，记得我那时候十四岁吧可能，切菜没注意，大拇指前面直接切下来，我没哭，虽然很疼，但我包扎好了回了家，父母担心责怪的样子，我哭了  ⇒  加油唐先生,34,删,1,E 愤怒 / 被欺负,过短,网易云《活着》,https://music.163.com/#/song?id=,安慰语命中
还有今年的吗？感觉评论都好老  ⇒  来了[装可爱],34,删,1,Z 其他,过短,网易云《活着》,https://music.163.com/#/song?id=,
“我年轻 我没有结婚 我不做承诺” “黎朔 我求你不要走[流泪]” “我结不结婚 又不关你什么事” “对不起[流泪]程秀[流泪]” “我一分钟出场费八万 陪你这两个小时 你一辈子都付不起” “何故[流泪]我要何故[流泪]” “姓简的 这是我最后一次给你脸” “简哥 跟我回家吧[流泪]”  ⇒  变脸这一块,34,删,1,Z 其他,过短,网易云《活着Viva》,https://music.163.com/#/song?id=,
你最喜欢的人姓什么  ⇒  吕[哭哭],34,删,1,Z 其他,过短,网易云《失眠》,https://music.163.com/#/song?id=,
哥，哥。求纯beat这beat太好了  ⇒  找到了吗兄弟,34,删,1,Z 其他,过短,网易云《焦虑》,https://music.163.com/#/song?id=,
（无恶意就问一下）  ⇒  挂电排后边去,34,删,1,Z 其他,过短,网易云《焦虑》,https://music.163.com/#/song?id=,
[发布了语音，请前往最新移动端版本查看]  ⇒  真好听 唱的,34,删,1,Z 其他,过短,网易云《一个人》,https://music.163.com/#/song?id=,
我二十五岁势单力薄的时候就敢跟他结婚 现在我三十六了  ⇒  就在等这个,34,删,1,Z 其他,过短,网易云《遗憾》,https://music.163.com/#/song?id=,
不收藏了，谁戳我一下就来听一遍，后面来听的宝宝，祝你永远幸福！！  ⇒  听不听[举手],34,删,1,Z 其他,过短,网易云《遗憾》,https://music.163.com/#/song?id=,
不收藏了，谁戳我一下就来听一遍，后面来听的宝宝，祝你永远幸福！！  ⇒  来听[举手],34,删,1,Z 其他,过短,网易云《遗憾》,https://music.163.com/#/song?id=,
光听歌没发现是歪果仁的右边集合👉🏻  ⇒  中文说得很好,34,删,1,Z 其他,过短,网易云《加油》,https://music.163.com/#/song?id=,
我是小妖怪，逍遥又自在  ⇒  一直烦，串不串,34,删,1,Z 其他,过短,网易云《天生痛苦》,https://music.163.com/#/song?id=,
日推到这首的请和我做朋友awa  ⇒  嘿，朋友~,34,删,1,Z 其他,过短,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=,
南望桂水，哭我故人  ⇒  人生长恨水长东,34,删,1,Z 其他,过短,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=,
每次听这首歌都是在崩溃痛苦时，不知道会不会被刷下去，如果看到了还是希望你们能问我一句今天怎么样  ⇒  今天怎么样,34,删,1,C 疲惫 / 撑不住,过短,网易云《爱欲求》,https://music.163.com/#/song?id=,
综艺粉闹麻了[大哭]这个专辑这辈子都不可能风评逆转  ⇒  乐不乐[大哭],34,删,1,Z 其他,过短,网易云《直视痛苦》,https://music.163.com/#/song?id=,
看完以后，那段42分钟的长镜头反倒不是最重要的了。有一个桥段很打动人。老陈从监狱出来，和接风的兄弟在潮湿大雾弥漫的公路上缓缓开车，得知妻子已经去世以后，什么也没有说，只是把车越来越快。  ⇒  雾也越来越浓,34,删,1,B 失去 / 离别,过短,网易云《告别》,https://music.163.com/#/song?id=,
这首歌真的太好听了，编曲好丰富!!宋准你是个天才嘿嘿!  ⇒  谢谢你,34,删,1,Z 其他,过短,网易云《告别》,https://music.163.com/#/song?id=,
一个人为了男友来到新疆 今天发烧 38°多 咳嗽的血丝都有 给他发讯息 他没能回我 也没来接我 蹲在门诊门口 哭了半小时 很俗的一句话：原来，我做了这么多，感动的只是我自己罢了 明天回台州 我要很幸福！！  ⇒  不要远嫁😑,34,删,0,D 孤独 / 没人,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
后来知道了原来在十八岁之前不读书靠自己什么都做不了 在感情上搞的一塌糊涂 在自己的前途和以后的路走的一塌糊涂 祝你们有书读的前程似锦 还有就是祝自己在最后一个未成年的年里继续更够体验小孩的快乐  ⇒  dgz天天开心,34,删,0,F 迷茫 / 年龄焦虑,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
山西小伙有力气  ⇒  山东小伙爱总结,34,删,0,Z 其他,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
一个人为了男友来到新疆 今天发烧 38°多 咳嗽的血丝都有 给他发讯息 他没能回我 也没来接我 蹲在门诊门口 哭了半小时 很俗的一句话：原来，我做了这么多，感动的只是我自己罢了 明天回台州 我要很幸福！！  ⇒  又去新疆了吗,34,删,0,D 孤独 / 没人,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
25岁带着45块钱来了武汉，今年28了，有车也有房了，老婆也有了，小孩还有3个月不到就出生了，愿我们都会越来越好  ⇒  越来越好哥,34,删,0,Z 其他,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
上班是为了赚钱 赚钱是为了活着 活着是为了什么  ⇒  因为不敢去死,34,删,0,Z 其他,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
一个人为了男友来到新疆 今天发烧 38°多 咳嗽的血丝都有 给他发讯息 他没能回我 也没来接我 蹲在门诊门口 哭了半小时 很俗的一句话：原来，我做了这么多，感动的只是我自己罢了 明天回台州 我要很幸福！！  ⇒  九年了怎么样了,34,删,0,D 孤独 / 没人,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
有人看得轻，有人看得重，有舍才有得，不要卷自己的心态。  ⇒  收到[感动],34,删,0,Z 其他,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
我和你一样呢宝宝 重感情就是忘不掉以前那些美好的回忆 他不是对的人 你可以试着接受新的人 多谈其他人 到时候你会发现比他好的多的去了  ⇒  好哇[感动],34,删,0,Z 其他,过短,网易云《斑马，斑马》,https://music.163.com/#/song?id=,
"""我考研要考北大"" 父母：""别做梦了"" 同学：""哈哈哈哈"" 亲友：""别想太多"" 课上，一个人坐第一排的多人桌。 课下，一个人独立孤行，不留不等。 我冷血无情，我一心向学，我今年大一。我！很孤独，四年后，我要让所有人羡慕我的孤独。不就是北大么？呵呵  ⇒  6年啦，如何？",34,删,0,D 孤独 / 没人,过短,网易云《孤独》,https://music.163.com/#/song?id=,
"""我考研要考北大"" 父母：""别做梦了"" 同学：""哈哈哈哈"" 亲友：""别想太多"" 课上，一个人坐第一排的多人桌。 课下，一个人独立孤行，不留不等。 我冷血无情，我一心向学，我今年大一。我！很孤独，四年后，我要让所有人羡慕我的孤独。不就是北大么？呵呵  ⇒  考上了吗？",34,删,0,D 孤独 / 没人,过短,网易云《孤独》,https://music.163.com/#/song?id=,
这个里面的背景钢琴曲是什么？？？？求  ⇒  月光奏鸣曲,34,删,0,Z 其他,过短,网易云《孤独》,https://music.163.com/#/song?id=,
"谢谢大家！我会屏蔽那些""别人""的话，我会“坚持做自己”，我会一直努力下去，直到四年后""见到我的努力""。""加油""，我们一起进步。谢谢你们！  ⇒  考上了没",34,删,0,Z 其他,过短,网易云《孤独》,https://music.163.com/#/song?id=,
"""我考研要考北大"" 父母：""别做梦了"" 同学：""哈哈哈哈"" 亲友：""别想太多"" 课上，一个人坐第一排的多人桌。 课下，一个人独立孤行，不留不等。 我冷血无情，我一心向学，我今年大一。我！很孤独，四年后，我要让所有人羡慕我的孤独。不就是北大么？呵呵  ⇒  成功了吗兄弟",34,删,0,D 孤独 / 没人,过短,网易云《孤独》,https://music.163.com/#/song?id=,
这首歌就不收藏了，有人点赞的话点一次回来听一次  ⇒  回来听[认可],34,删,0,Z 其他,过短,网易云《孤独》,https://music.163.com/#/song?id=,
你这句评论和这首歌想表达的南辕北辙  ⇒  赞同[强],34,删,0,Z 其他,过短,网易云《孤独》,https://music.163.com/#/song?id=,
"""我考研要考北大"" 父母：""别做梦了"" 同学：""哈哈哈哈"" 亲友：""别想太多"" 课上，一个人坐第一排的多人桌。 课下，一个人独立孤行，不留不等。 我冷血无情，我一心向学，我今年大一。我！很孤独，四年后，我要让所有人羡慕我的孤独。不就是北大么？呵呵  ⇒  怎么样了兄弟",34,删,0,D 孤独 / 没人,过短,网易云《孤独》,https://music.163.com/#/song?id=,
加油加油～我高考前也一直听这首歌嘿嘿  ⇒  谢谢，已上岸,34,删,0,Z 其他,过短,网易云《孤独》,https://music.163.com/#/song?id=,安慰语命中
加油你是最棒哒  ⇒  谢谢，已上岸,34,删,0,Z 其他,过短,网易云《孤独》,https://music.163.com/#/song?id=,
过两天我就改DJ[邪魅一笑]  ⇒  过了两天了,34,删,0,Z 其他,过短,网易云《孤独》,https://music.163.com/#/song?id=,
觉得会火，兄弟坚持  ⇒  这歌八百年了,34,删,0,Z 其他,过短,网易云《孤独》,https://music.163.com/#/song?id=,
想哭，今天是烂透了的一天，所有的事情都已最厌恶的模样出现在我眼前，包括她，只有我还被困在过去，我讨厌今天，好想回家啊。  ⇒  会过去的没事,34,删,0,Z 其他,过短,网易云《想哭》,https://music.163.com/#/song?id=,安慰语命中
后来火星跟水星相恋 有过了灿烂影踪  ⇒  还有土星环🪐,34,删,0,Z 其他,过短,网易云《想哭》,https://music.163.com/#/song?id=,
15岁，男，普通家庭，成绩差，体育专项，我希望我以后能在奥运会的跑道上为国争光，我叫郭子嘉，20年后我会让这个名字让全中国都知道。一定  ⇒  加油你可以的,34,删,0,F 迷茫 / 年龄焦虑,过短,网易云《富士山下》,https://music.163.com/#/song?id=,安慰语命中
所以这句意思是个什么  ⇒  小说句子宝宝,34,删,0,Z 其他,过短,网易云《富士山下》,https://music.163.com/#/song?id=,
17岁 成绩差 足球强 希望10年后能带着国足进世界杯  ⇒  愿望是好的,34,删,0,Z 其他,过短,网易云《富士山下》,https://music.163.com/#/song?id=,
有没有第一次听歌识曲识别错误的（夏尽时亡）  ⇒  有[大哭],34,删,0,Z 其他,过短,网易云《1분도 못버텨》,https://music.163.com/#/song?id=,
两大让人容易想歪的歌名:《1分钟都撑不住》《1cm的自尊心》  ⇒  卧槽……😂,34,删,0,C 疲惫 / 撑不住,过短,网易云《1분도 못버텨》,https://music.163.com/#/song?id=,
然而过了两个版本救回来了，结果又送了一个粉毛进去，但玩家在这之后跑别的地方救火去了，属于终点见的程度了  ⇒  好娅娅,34,删,0,Z 其他,过短,网易云《别难过》,https://music.163.com/#/song?id=,
弗洛洛：来告诉我，人死到底能不能复生呀  ⇒  残星会给我掉,34,删,0,Z 其他,过短,网易云《别难过》,https://music.163.com/#/song?id=,
当你压力大到快要崩溃，不要跟别人讲，也不要觉得自己委屈，没有人会心疼你。要像余华说的那样:“在夜深人静的时候，把心掏出来，自己缝缝补补，然后睡一觉起来，又是信心百倍。无人问津也好，技不如人也罢，你都要安静下来，去做自己该做的事情，而不是让烦恼和焦虑，毁掉你本就不多的热情和定力。  ⇒  真是余华说的吗,34,删,0,C 疲惫 / 撑不住,过短,网易云《别错过 (Live版)》,https://music.163.com/#/song?id=,
好巧不巧，两件都找错了。  ⇒  同情你一秒,34,删,0,Z 其他,过短,网易云《别错过 (Live版)》,https://music.163.com/#/song?id=,
宝宝请你 两指往中间拉 -- -- -- -- -- --＞ ＜-- -- -- -- -- --  ⇒  ≽^⚈⩊⚈^≼,34,删,0,Z 其他,过短,网易云《别错过 (Live版)》,https://music.163.com/#/song?id=,
宝宝请你 两指往中间拉 -- -- -- -- -- --＞ ＜-- -- -- -- -- --  ⇒  谢谢[笑了],34,删,0,Z 其他,过短,网易云《别错过 (Live版)》,https://music.163.com/#/song?id=,
高三……好累…  ⇒  初三。好累……,34,删,0,C 疲惫 / 撑不住,过短,网易云《有我呢》,https://music.163.com/#/song?id=,
宝宝们我走出来校园霸凌的阴影了 我真的因为他们生病吃了好几年的药物天天哭情绪不稳定生病住院做治疗真的好痛苦好绝望 这样伴随了我四年多 但是我一直在自救 无数次想放弃生命都坚持下来了 现在我的生活慢慢好起来了我遇到了很好的朋友治愈我我跟她们有很多美好快乐的回忆 我觉得我很棒 可以恭喜我吗  ⇒  跟我差不多,34,删,0,Z 其他,过短,网易云《有我呢》,https://music.163.com/#/song?id=,
别emo了，祝我生日快乐，多迟都可以  ⇒  生日快乐🎂,34,删,0,Z 其他,过短,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=,
这些人一定会上岸→  ⇒  yy[爱心],34,删,0,Z 其他,过短,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=,
我有一个很小众的故事，我在 2027 年来讲，到时候一定要过来听  ⇒  还有104天!,34,删,0,Z 其他,过短,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=,
想要来自各省的一句生日快乐🙂  ⇒  生日快乐🎉,34,删,0,Z 其他,过短,网易云《Sacred Play Secret Place》,https://music.163.com/#/song?id=,
前面几秒的喘气声，让我想到像是躺在病床上，手术没有成功，在生命暂停前的告别  ⇒  再见，一路走好,34,删,0,Z 其他,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
2031考上中国人民公安大学侦查学给在场所有人点奶茶！绝不食言！  ⇒  加油[心心],34,删,0,Z 其他,过短,网易云《magnolia》,https://music.163.com/#/song?id=,安慰语命中
不要放弃啊宝宝你一定会好起来的啊宝宝  ⇒  人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
加油啊！你的朋友、母亲还在等你，你的病一定会好要天天开心！世界上还有很多你没看到的东西啊！未来的爱人也等你我虽然是个陌生人但是我也爱你宝宝你一定加油！想哭诉可以来和我说说一定要加油！[亲吻]  ⇒  人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
你还要美好的未来 一定要加油  ⇒  人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
一定要活下去为了我[哭哭]  ⇒  人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
好好生活啊  ⇒  人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
抱抱宝宝，没事的我也痛苦的活着，我现在开学后被人孤立，辱骂  ⇒  人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
都要好好的  ⇒  人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
不要放弃啊 要好好面对的  ⇒  人没了[痛苦],34,删,0,B 失去 / 离别,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
天天开心兄弟  ⇒  你也要开心,34,删,0,Z 其他,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
2031考上中国人民公安大学侦查学给在场所有人点奶茶！绝不食言！  ⇒  加油[装可爱],34,删,0,Z 其他,过短,网易云《magnolia》,https://music.163.com/#/song?id=,安慰语命中
给我发个消息吧。感觉自己被世界抛弃了  ⇒  hello😋,34,删,0,Z 其他,过短,网易云《magnolia》,https://music.163.com/#/song?id=,
想要全国ip的求你别离开我  ⇒  求你别离开我,34,删,0,B 失去 / 离别,过短,网易云《海屿你》,https://music.163.com/#/song?id=,
[发布了语音，请前往最新移动端版本查看]  ⇒  还有一点没唱完,34,删,0,Z 其他,过短,网易云《海屿你》,https://music.163.com/#/song?id=,
祝我抗癌成功  ⇒  一定会过去的,34,删,0,Z 其他,过短,网易云《海屿你》,https://music.163.com/#/song?id=,安慰语命中
希望我妈妈的癌症成功!  ⇒  加油加油加油,34,删,0,Z 其他,过短,网易云《海屿你》,https://music.163.com/#/song?id=,安慰语命中
关于《海屿你》相关事件的维权进展我已发布在笔记当中，大家可以去看  ⇒  亲爱的🐮🍺,34,删,0,Z 其他,过短,网易云《海屿你》,https://music.163.com/#/song?id=,
关于《海屿你》相关事件的维权进展我已发布在笔记当中，大家可以去看  ⇒  到底是谁维权,34,删,0,Z 其他,过短,网易云《海屿你》,https://music.163.com/#/song?id=,
垄断不至于，还有伍乐城，雷颂德等作曲家  ⇒  还有江志仁,34,删,0,Z 其他,过短,网易云《抱抱》,https://music.163.com/#/song?id=,
从来受惯伤害，从头为你等待。  ⇒  别要完全没往来,34,删,0,Z 其他,过短,网易云《抱抱》,https://music.163.com/#/song?id=,
15听这个歌正常吗？[笑了]  ⇒  蹙额🌀…，,34,删,0,Z 其他,过短,网易云《爱我你就抱抱我》,https://music.163.com/#/song?id=,
15听这个歌正常吗？[笑了]  ⇒  有品,34,删,0,Z 其他,过短,网易云《爱我你就抱抱我》,https://music.163.com/#/song?id=,
牛逼坤崽来了  ⇒  好h h h,34,删,0,Z 其他,过短,网易云《爱我你就抱抱我》,https://music.163.com/#/song?id=,
哄我自己的  ⇒  oqu的we,34,删,0,Z 其他,过短,网易云《爱我你就抱抱我》,https://music.163.com/#/song?id=,
今天是2022年10月9号，还剩两个月，自己心里很清楚，自己身体一天不如一天，我也不知道我啥时候会突然离开，当时医院给我说的6个月，眨眨眼就过了4个月，真快呀，医生说了有机会，我也又在好好吃药，如果真的那天突然我不在了，希望你们能记住曾经有个叫薛杰的男孩  ⇒  还在吗[大笑],34,删,0,B 失去 / 离别,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
